district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
雙溪區,房地(土地+建物),新北市雙溪區后番子坑５之５號,945,,山坡地保育區,農牧用地,1110415,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1050330,329.49,6,2,6,有,無,14800000,44918,,0,0,,RPQNMLLLMHHGFFF87DA,329.49,0,0,有
雙溪區,土地,平林段內平林小段123地號,32.12,,一般農業區,甲種建築用地,1110322,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,500000,15567,,0,0,親友員工或其他特殊關係間之交易未簽訂私契買賣價格由雙方提供作為實價登錄之交易價款.含地上建物在內建號:106號公同共有親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMLLHHGFFF77DA,0,0,0,無
雙溪區,土地,雙平段150地號,29.69,住,,,1110301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,600000,20209,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTLLHHGFFF78EA,0,0,0,無
雙溪區,建物,新北市雙溪區中正路５８巷３５號二樓,0,,,,1110301,土地0建物1車位0,二層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,,39.15,2,2,1,有,無,200000,5109,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTLLHHGFFF88EA,33.35,0,5.8,無
雙溪區,土地,大平段後寮子小段364-39地號,1000,都市：其他:保安保護區,,,1110323,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,200000,200,,0,0,加入農會會員農地,RPPNMLLMLHHGFFF77DA,0,0,0,無
雙溪區,土地,溪尾寮段溪尾寮小段192-12地號,1002.5,都市：其他:保安保護區,,,1110303,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,260000,259,,0,0,,RPQNMLKKLHHGFFF57DA,0,0,0,無
雙溪區,土地,溪尾寮段溪尾寮小段192-12地號,1002.5,都市：其他:保安保護區,,,1110303,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,260000,259,,0,0,,RPPNMLKKLHHGFFF47DA,0,0,0,無
雙溪區,土地,三叉港段三叉港小段875-5地號,8085,,山坡地保育區,農牧用地,1110304,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,10500000,1299,,0,0,,RPPNMLQJMHHGFFF18EA,0,0,0,無
雙溪區,土地,料角坑段料角坑小段78地號,42,都市：其他:保安保護區,,,1110318,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,39876,949,,0,0,,RPRNMLNKMHHGFFF18EA,0,0,0,無
雙溪區,土地,柑腳段中坑小段9地號,223,,山坡地保育區,農牧用地,1110322,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,50000,224,,0,0,,RPSNMLPKMHHGFFF48EA,0,0,0,無
雙溪區,土地,雙平段1241地號,86.94,住,,,1110307,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2200000,25305,,0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPUNMLLLMHHGFFF38EA,0,0,0,無
雙溪區,土地,柑腳段中坑小段3-1地號,170,,山坡地保育區,丙種建築用地,1110322,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,261000,1535,,0,0,地清或未辦繼承標售；,RPQNMLTLMHHGFFF78EA,0,0,0,無
雙溪區,土地,泰和段85-1地號,49.99,住,,,1110315,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1300000,26005,,0,0,未登記建物；,RPUNMLPKMHHGFFF68EA,0,0,0,無
雙溪區,土地,三叉港段三叉港小段281地號,447.5,,山坡地保育區,丙種建築用地,1110322,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,800000,1788,,0,0,地清或未辦繼承標售；,RPQNMLKKNHHGFFF87EA,0,0,0,無
雙溪區,土地,平林段下崁小段2-14地號,8367,,一般農業區,農牧用地,1110325,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,50490000,6034,,0,0,,RPQNMLRKNHHGFFF58EA,0,0,0,無
雙溪區,土地,溪尾寮段溪尾寮小段49地號,475,都市：其他:保安保護區,,,1110118,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,443000,933,,0,0,地清或未辦繼承標售；,RPPNMLPKLHHGFFF97DA,0,0,0,無
雙溪區,土地,料角坑段料角坑小段77地號,152,都市：其他:保安保護區,,,1110118,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,142456,937,,0,0,地清或未辦繼承標售；,RPQNMLMLLHHGFFF87DA,0,0,0,無
雙溪區,土地,烏山段灣潭小段22-3地號,1736,都市：其他:保安保護區,,,1110118,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,731000,421,,0,0,地清或未辦繼承標售；,RPTNMLSLLHHGFFF78DA,0,0,0,無
雙溪區,土地,雙平段1225-5地號,84.95,住,,,1101123,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1236872,14560,,0,0,,RPPNMLPKKHHGFFF87DA,0,0,0,無
雙溪區,土地,新基段104-6地號,65.31,住,,,1101123,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,640860,9813,,0,0,,RPTNMLQKKHHGFFF38DA,0,0,0,無
雙溪區,土地,新基段104-11地號,66.56,住,,,1101123,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,604704,9085,,0,0,,RPUNMLQKKHHGFFF48DA,0,0,0,無
雙溪區,土地,新基段104-12地號,79.77,住,,,1101123,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,623913,7821,,0,0,,RPVNMLQKKHHGFFF58DA,0,0,0,無
雙溪區,土地,魚行段內厝小段20-1地號,87,,一般農業區,交通用地,1101025,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,182700,2100,,0,0,"其他 農作物補償費:81680元；包含公共設施保留地用地；協議價購；",RPRNMLLLLHHGFFF97EA,0,0,0,無
雙溪區,土地,魚行段公館小段44-2地號,182.42,,一般農業區,交通用地,1101025,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,419558,2300,,0,0,包含公共設施保留地用地；協議價購；,RPWNMLOKKHHGFFF58EA,0,0,0,無
雙溪區,土地,三叉港段三叉港小段101地號,1326.88,,山坡地保育區,農牧用地,1100521,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,1400000,1055,,0,0,本案是依土地法第三十四條之一第一、二、三項規定辦理。,RPPNMLRLQHGGFFF68DA,0,0,0,無
雙溪區,土地,泰和段787地號,332.92,都市：其他:道路用地,,,1090408,土地7建物0車位0,,,其他,,,,0,0,0,0,有,無,150000,451,,0,0,1、依土地法第34條之1辦理所有權移轉。2、797地號上有被他人設定地上權。3、買賣標的皆與其他私人、國有共同持分且地型分散。4、為道路用地，佔用買方自行排除。,RPQNMLLLKHHGFFF77EA,0,0,0,無
雙溪區,土地,泰和段802地號,401.3,住,,,1090408,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,1600000,3987,,0,0,1、依土地法第34條之1辦理所有權移轉。2、802地號上有被他人設定地上權。3、買賣標的皆與其他私人、國有共同持分且地型分散。4、802地號上有占用人合法建物、有查封建號127建號。5、不點交，買方自行排除佔用。,RPRNMLLLKHHGFFF87EA,0,0,0,無
雙溪區,土地,料角坑段料角坑小段76地號,237.67,都市：其他:保安保護區,,,1110803,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,68400,288,,0,0,地清或未辦繼承標售；,RPOOMLPKQHHGFFF58EA,0,0,0,無
雙溪區,土地,料角坑段料角坑小段81地號,819.5,都市：其他:保安保護區,,,1110803,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,254700,311,,0,0,地清或未辦繼承標售；,SPOOMLPKQHHGFFF68EA,0,0,0,無
雙溪區,土地,料角坑段料角坑小段96地號,805,都市：其他:保安保護區,,,1110803,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,248500,309,,0,0,地清或未辦繼承標售；,TPOOMLPKQHHGFFF78EA,0,0,0,無
雙溪區,土地,新基段153地號,30.06,住,,,1110824,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,339678,11300,,0,0,雙溪區新基段153地號係屬權利人屋旁之道路地。雙溪區新基段153-1地號係權利人屋邊佔用之。,RPQNMLQLQHHGFFF78DA,0,0,0,無
雙溪區,土地,新基段154地號,15.18,住,,,1110824,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,171534,11300,,0,0,雙溪區新基段154、154-1地號，權利人與義務人係屬親友關係間交易。,RPRNMLQLQHHGFFF88DA,0,0,0,無
雙溪區,土地,新基段110地號,16.72,住,,,1110824,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,188936,11300,,0,0,雙溪區新基段110地號，權利人與義務人係屬親友關係間交易。,RPSNMLQLQHHGFFF98DA,0,0,0,無
雙溪區,土地,柑腳段外柑腳小段23地號,2962.5,,山坡地保育區,農牧用地,1110701,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,2680000,905,,0,0,,RPPNMLMLPHHGFFF28EA,0,0,0,無
雙溪區,土地,武丹坑段頂坪小段65-1地號,8.17,,山坡地保育區,農牧用地,1110722,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2115,259,,0,0,地清或未辦繼承標售；,RPRNMLPKQHHGFFF78EA,0,0,0,無
雙溪區,土地,武丹坑段頂坪小段65-1地號,8.17,,山坡地保育區,農牧用地,1110722,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2115,259,,0,0,地清或未辦繼承標售；,RPSNMLPKQHHGFFF88EA,0,0,0,無
雙溪區,土地,料角坑段畚箕湖小段30地號,10281,都市：其他:保安保護區,,,1110722,土地2建物0車位0,,,其他,,,,0,2,1,1,有,無,17000000,1654,,0,0,未登記建物；,RPRNMLMLQHHGFFF58EA,0,0,0,無
雙溪區,土地,雙平段1279地號,53.02,住,,,1110607,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,680000,12825,,0,0,地清或未辦繼承標售；,RPSNMLTJOHHGFFF98EA,0,0,0,無
雙溪區,土地,石笋段45地號,2132.67,,山坡地保育區,農牧用地,1110620,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,767761,360,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLLOHHGFFF28EA,0,0,0,無
雙溪區,土地,石笋段342地號,29,,山坡地保育區,農牧用地,1110607,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,12300,424,,0,0,地清或未辦繼承標售；,RPRNMLPJPHHGFFF58EA,0,0,0,無
雙溪區,土地,虎豹潭段84地號,953.02,都市：其他:保安保護區,,,1110607,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,301000,316,,0,0,地清或未辦繼承標售；,SPRNMLPJPHHGFFF68EA,0,0,0,無
雙溪區,土地,虎豹潭段83地號,1862.01,都市：其他:保安保護區,,,1110607,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,581000,312,,0,0,地清或未辦繼承標售；,TPRNMLPJPHHGFFF78EA,0,0,0,無
雙溪區,土地,丁子蘭坑段139-5地號,175,,山坡地保育區,農牧用地,1110607,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,71000,406,,0,0,地清或未辦繼承標售；,UPRNMLPJPHHGFFF88EA,0,0,0,無
雙溪區,土地,雙溪段九分坑小段121-2地號,5053,,山坡地保育區,農牧用地,1110620,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1180000,234,,0,0,,RPQPMLPKPHHGFFF68DA,0,0,0,無
雙溪區,房地(土地+建物),新北市雙溪區新店３３號四樓,41.68,住,,,1110608,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830702,86.69,3,2,2,有,無,1300000,14996,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRLPHHGFFF88EA,76.43,0,7.93,無
雙溪區,土地,平林段新寮子小段52地號,0.63,,一般農業區,農牧用地,1110607,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1001,0,,0,0,地清或未辦繼承標售；,RPTNMLRLPHHGFFF56EA,0,0,0,無
雙溪區,土地,烏山段灣潭小段22-3地號,1736,都市：其他:保安保護區,,,1110622,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2400000,1382,,0,0,,RPRNMLSLPHHGFFF09EA,0,0,0,無
雙溪區,土地,平林段下崁小段2-15地號,3720,,一般農業區,農牧用地,1110621,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,22000000,5914,,0,0,,RPQNMLOKPHHGFFF38DA,0,0,0,無
雙溪區,土地,平林段下崁小段1地號,1183,,一般農業區,農牧用地,1110621,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,7000000,5917,,0,0,,RPRNMLOKPHHGFFF48DA,0,0,0,無
雙溪區,土地,魚行段內厝小段28-1地號,1.33,,一般農業區,交通用地,1110620,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2934,2206,,0,0,包含公共設施保留地用地；協議價購；,RPPNMLMKQHHGFFF28EA,0,0,0,無
雙溪區,土地,三叉港段三叉港小段744地號,1788.5,,山坡地保育區,農牧用地,1110512,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,6000000,3355,,0,0,,RPTNMLPKOHHGFFF78EA,0,0,0,無
雙溪區,土地,新基段1217地號,181.91,住,,,1110510,土地6建物0車位0,,,其他,,,,0,0,0,0,有,無,4160000,22868,,0,0,未登記建物；,RPPNMLRKOHHGFFF48DA,0,0,0,無
雙溪區,土地,大平段後寮子小段351-2地號,326,,森林區,林業用地,1110510,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,97800,300,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOJPHHGFFF38EA,0,0,0,無
雙溪區,土地,三叉港段三叉港小段741地號,380.02,,山坡地保育區,水利用地,1110530,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,400000,1053,,0,0,,RPQNMLNJQHHGFFF38EA,0,0,0,無
雙溪區,土地,平林段新寮子小段68地號,2.12,,一般農業區,甲種建築用地,1110422,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,7555,3564,,0,0,地清或未辦繼承標售；,RPSNMLKKQHHGFFF38EA,0,0,0,無
雙溪區,土地,平林段新寮子小段68地號,0.45,,一般農業區,甲種建築用地,1110422,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2960,0,,0,0,地清或未辦繼承標售；,SPSNMLKKQHHGFFF48EA,0,0,0,無
雙溪區,土地,平林段新寮子小段117地號,0.59,,一般農業區,農牧用地,1110422,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1658,0,,0,0,地清或未辦繼承標售；,TPSNMLKKQHHGFFF58EA,0,0,0,無
雙溪區,土地,平林段新寮子小段132地號,0.69,,山坡地保育區,農牧用地,1110422,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,511,0,,0,0,地清或未辦繼承標售；,UPSNMLKKQHHGFFF68EA,0,0,0,無
雙溪區,土地,平林段大瀨小段264地號,1678,,山坡地保育區,林業用地,1110428,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,200000,119,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQJRHHGFFF68EA,0,0,0,無
雙溪區,土地,平林段新寮子小段52地號,0.79,,一般農業區,農牧用地,1110117,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1255,0,,0,0,地清或未辦繼承標售；,RPPNMLTJQHHGFFF88EA,0,0,0,無
雙溪區,土地,平林段新寮子小段65-2地號,6.47,,山坡地保育區,農牧用地,1110117,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2155,333,,0,0,地清或未辦繼承標售；,SPPNMLTJQHHGFFF98EA,0,0,0,無
雙溪區,土地,平林段新寮子小段65-2地號,1.38,,山坡地保育區,農牧用地,1110117,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,543,393,,0,0,地清或未辦繼承標售；,TPPNMLTJQHHGFFF09EA,0,0,0,無
雙溪區,土地,平林段新寮子小段65-3地號,7.44,,山坡地保育區,農牧用地,1110117,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2355,317,,0,0,地清或未辦繼承標售；,UPPNMLTJQHHGFFF56EA,0,0,0,無
雙溪區,土地,平林段新寮子小段65-3地號,1.4,,山坡地保育區,農牧用地,1110117,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,515,368,,0,0,地清或未辦繼承標售；,VPPNMLTJQHHGFFF66EA,0,0,0,無
雙溪區,土地,丁子蘭坑段754地號,1010.69,,山坡地保育區,林業用地,1111113,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,320000,317,,0,0,,RPPNMLPLJIHGFFF97DA,0,0,0,無
雙溪區,房地(土地+建物),新北市雙溪區長安街２９號,97.88,商,,,1111116,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造，土角磚,,97,1,2,2,有,無,5000000,51546,,0,0,,RPTNMLTLJIHGFFF78DA,97,0,0,無
雙溪區,土地,平林段內平林小段124-3地號,285,,一般農業區,甲種建築用地,1111129,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4500000,15789,,0,0,未登記建物；,RPPNMLTLJIHGFFF38DA,0,0,0,無
雙溪區,土地,新基段673地號,21.07,商,,,1111122,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,440000,20883,,0,0,未登記建物之權利人購買未登記建物；,RPSNMLKMJIHGFFF97EA,0,0,0,無
雙溪區,土地,雙平段712地號,3102.44,農,,,1111121,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,17830000,5747,,0,0,,RPPNMLLLJIHGFFF57DA,0,0,0,無
雙溪區,土地,武丹坑段五分小段18地號,34.27,,一般農業區,甲種建築用地,1111025,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,700000,20426,,0,0,地清或未辦繼承標售；,RPQNMLLJJIHGFFF57EA,0,0,0,無
雙溪區,土地,平林段內平林小段149-3地號,13.14,,一般農業區,甲種建築用地,1111024,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,55564,4229,,0,0,地清或未辦繼承標售；,RPQNMLSJJIHGFFF28EA,0,0,0,無
雙溪區,土地,柑腳段柑腳小段351地號,76.5,,鄉村區,乙種建築用地,1111019,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,300000,3922,,0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPRNMLSJJIHGFFF28DA,0,0,0,無
雙溪區,土地,平林段外平林小段510地號,542.41,,山坡地保育區,林業用地,1111014,土地20建物0車位0,,,其他,,,,0,0,0,0,有,無,211865,391,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJJIHGFFF38EA,0,0,0,無
雙溪區,土地,三叉港段三叉港小段737-24地號,637,,山坡地保育區,農牧用地,1111012,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1000000,1570,,0,0,,RPRNMLNKIIHGFFF87EA,0,0,0,無
雙溪區,房地(土地+建物),新北市雙溪區新店３７號五樓,41.68,住,,,1111030,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830702,86.69,3,2,2,有,無,1300000,14996,,0,0,,RPUNMLNLJIHGFFF28DA,76.43,0,7.93,無
雙溪區,土地,新基段110地號,16.72,住,,,1110908,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,188936,11300,,0,0,實際不符義務人使用，故讓渡權利人。,RPPNMLNKRHHGFFF38DA,0,0,0,無
雙溪區,土地,新基段208地號,59.73,住,,,1110908,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,674977,11300,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKRHHGFFF48DA,0,0,0,無
雙溪區,土地,柑腳段外柑腳小段24-1地號,2076.25,,山坡地保育區,農牧用地,1110912,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,2850000,1373,,0,0,,RPRNMLKLRHHGFFF48EA,0,0,0,無
雙溪區,土地,雙平段299地號,199.69,住,,,1110906,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4200000,21033,,0,0,,RPQNMLKLRHHGFFF38EA,0,0,0,無
雙溪區,土地,丁子蘭坑段649-44地號,1005,,山坡地保育區,林業用地,1110901,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,371850,370,,0,0,,RPQNMLQLRHHGFFF98EA,0,0,0,無
雙溪區,土地,燦光寮段302地號,2354.56,,山坡地保育區,林業用地,1110922,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,230000,98,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNJIIHGFFF77EA,0,0,0,無
雙溪區,土地,雙平段100地號,430.58,農,,,1110927,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1800000,4180,,0,0,,RPSNMLNJIIHGFFF87EA,0,0,0,無
雙溪區,土地,雙溪段苕谷坑小段37地號,10.83,,山坡地保育區,農牧用地,1110920,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5119,473,,0,0,地清或未辦繼承標售；,UPPNMLQJIIHGFFF18EA,0,0,0,無
雙溪區,土地,雙溪段九分坑小段165地號,33.17,,山坡地保育區,農牧用地,1110920,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,16191,488,,0,0,地清或未辦繼承標售；,VPPNMLQJIIHGFFF28EA,0,0,0,無
雙溪區,土地,雙溪段九分坑小段164地號,32.33,,山坡地保育區,農牧用地,1110920,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,16191,501,,0,0,地清或未辦繼承標售；,WPPNMLQJIIHGFFF38EA,0,0,0,無
雙溪區,土地,雙溪段九分坑小段162地號,28.33,,山坡地保育區,農牧用地,1110920,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,13911,491,,0,0,地清或未辦繼承標售；,XPPNMLQJIIHGFFF48EA,0,0,0,無
雙溪區,土地,丁子蘭坑段188-1地號,507.52,,山坡地保育區,農牧用地,1110919,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,300000,591,,0,0,,RPPNMLRLIIHGFFF18EA,0,0,0,無
雙溪區,土地,魚行段頂坪小段61地號,1028.13,,山坡地保育區,林業用地,1110805,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,318721,310,,0,0,,RPPNMLKKQHHGFFF08EA,0,0,0,無
雙溪區,土地,泰和段560地號,122.12,,山坡地保育區,丙種建築用地,1110824,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1500000,12283,,0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPSNMLQKRHHGFFF09EA,0,0,0,無
雙溪區,土地,新基段114地號,32.53,住,,,1110719,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,514625,15820,,0,0,本案依土地法第34條之1辦理。,RPTNMLKKQHHGFFF38DA,0,0,0,無
雙溪區,土地,新基段104-14地號,84.78,住,,,1110719,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1341418,15822,,0,0,本案依土地法第34條之1辦理。,RPVNMLKKQHHGFFF58DA,0,0,0,無
雙溪區,土地,新基段104-9地號,135.36,住,,,1110719,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,2141395,15820,,0,0,本案依土地法第34條之1辦理。,RPWNMLKKQHHGFFF68DA,0,0,0,無
雙溪區,土地,新基段104-8地號,66.05,住,,,1110719,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1044894,15820,,0,0,本案依土地法第34條之1辦理。,RPOOMLKKQHHGFFF97DA,0,0,0,無
雙溪區,土地,魚行段頂坑小段136地號,5265.31,,山坡地保育區,農牧用地,1110503,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1800000,342,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKOHHGFFF18EA,0,0,0,無
